3.000000e-03	0.000000e+00	0.000000e+00
9.000000e-03	0.000000e+00	0.000000e+00
1.500000e-02	0.000000e+00	0.000000e+00
2.100000e-02	0.000000e+00	0.000000e+00
2.700000e-02	0.000000e+00	0.000000e+00
3.300000e-02	0.000000e+00	0.000000e+00
3.900000e-02	0.000000e+00	0.000000e+00
4.500000e-02	0.000000e+00	0.000000e+00
5.100000e-02	0.000000e+00	0.000000e+00
5.700000e-02	0.000000e+00	0.000000e+00
6.300000e-02	0.000000e+00	0.000000e+00
6.900000e-02	0.000000e+00	0.000000e+00
7.500000e-02	0.000000e+00	0.000000e+00
8.100000e-02	0.000000e+00	0.000000e+00
8.700000e-02	0.000000e+00	0.000000e+00
9.300000e-02	0.000000e+00	0.000000e+00
9.900000e-02	0.000000e+00	0.000000e+00
1.050000e-01	0.000000e+00	0.000000e+00
1.110000e-01	0.000000e+00	0.000000e+00
1.170000e-01	0.000000e+00	0.000000e+00
1.230000e-01	0.000000e+00	0.000000e+00
1.290000e-01	0.000000e+00	0.000000e+00
1.350000e-01	0.000000e+00	0.000000e+00
1.410000e-01	0.000000e+00	0.000000e+00
1.470000e-01	0.000000e+00	0.000000e+00
1.530000e-01	0.000000e+00	0.000000e+00
1.590000e-01	0.000000e+00	0.000000e+00
1.650000e-01	0.000000e+00	0.000000e+00
1.710000e-01	0.000000e+00	0.000000e+00
1.770000e-01	0.000000e+00	0.000000e+00
1.830000e-01	0.000000e+00	0.000000e+00
1.890000e-01	0.000000e+00	0.000000e+00
1.950000e-01	0.000000e+00	0.000000e+00
2.010000e-01	5.785372e+00	1.830699e-01
2.070000e-01	3.839715e+00	7.987592e-02
2.130000e-01	2.229434e+00	7.780571e-02
2.190000e-01	8.396642e-01	7.153784e-02
2.250000e-01	-3.289612e-01	6.880566e-02
2.310000e-01	-1.275146e+00	6.156500e-02
2.370000e-01	-2.031037e+00	5.571012e-02
2.430000e-01	-2.601966e+00	5.001347e-02
2.490000e-01	-2.985968e+00	4.631747e-02
2.550000e-01	-3.186757e+00	4.430715e-02
2.610000e-01	-3.222000e+00	4.395887e-02
2.670000e-01	-3.118515e+00	4.371128e-02
2.730000e-01	-2.909370e+00	4.441322e-02
2.790000e-01	-2.631080e+00	4.438279e-02
2.850000e-01	-2.323491e+00	4.428342e-02
2.910000e-01	-2.000454e+00	4.312695e-02
2.970000e-01	-1.691471e+00	4.270313e-02
3.030000e-01	-1.390229e+00	4.182915e-02
3.090000e-01	-1.107706e+00	4.136323e-02
3.150000e-01	-8.399702e-01	4.087964e-02
3.210000e-01	-5.758866e-01	4.012221e-02
3.270000e-01	-3.216276e-01	3.951981e-02
3.330000e-01	-8.032871e-02	3.928951e-02
3.390000e-01	1.516481e-01	3.912458e-02
3.450000e-01	3.782505e-01	3.898968e-02
3.510000e-01	6.006789e-01	3.879962e-02
3.570000e-01	8.079824e-01	3.894366e-02
3.630000e-01	1.009969e+00	3.900603e-02
3.690000e-01	1.199974e+00	3.895066e-02
